,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AAEL005429,57.21299884,-3.074518224,0.379646637,8.098368134,5.57E-16,5.79E-15
AAEL005431,56.55299446,0.370703979,0.33094909,-1.120123879,0.262660976,0.353339736
AAEL005432,89.37567236,-5.952135503,0.607928342,9.790850478,1.23E-22,2.01E-21
AAEL005433,27.01843576,-3.656383802,0.618939729,5.907495722,3.47E-09,1.93E-08
AAEL005437,6.595023599,6.489957524,1.517522842,-4.276678639,1.90E-05,6.65E-05
AAEL005438,38.63453363,-0.782979668,0.518604538,1.509781751,0.131099123,0.199321691
AAEL005440,1.788941215,-2.872303282,1.916734996,1.498539594,0.133993114,0.202975949
AAEL005444,116.1353639,3.191767692,0.309118819,-10.32537489,5.41E-25,1.00E-23
AAEL005445,91.47547584,-2.22826347,0.282243149,7.894836333,2.91E-15,2.84E-14
AAEL005446,323.4196564,-0.065533982,0.195170755,0.335777671,0.737038529,0.798037592
AAEL005449,125.4416532,2.276815393,0.24042999,-9.469764541,2.80E-21,4.19E-20
AAEL005450,34.29920649,-0.728336431,0.450443824,1.616930663,0.105893249,0.166816653
AAEL005451,26322.51996,-0.444040907,0.233599642,1.900862964,0.057319964,0.098938655
AAEL005453,253.9626183,-1.78467919,0.207329309,8.607944516,7.44E-18,8.69E-17
AAEL005454,128.7852481,-1.123379348,0.25714804,4.368609408,1.25E-05,4.50E-05
AAEL005455,534.2253731,-1.726702082,0.180694629,9.555912605,1.22E-21,1.87E-20
AAEL005457,167.5237305,0.082146375,0.222665082,-0.368923472,0.712184767,0.776385793
AAEL005458,422.5076077,0.750974042,0.147687888,-5.08487225,3.68E-07,1.62E-06
AAEL005460,352.2331429,0.839915344,0.174524097,-4.812603861,1.49E-06,6.07E-06
AAEL005463,5.379555687,1.399901035,0.938636176,-1.491420288,0.135851185,0.205044761
AAEL005464,93.60675736,1.41543021,0.246677851,-5.737970423,9.58E-09,5.06E-08
AAEL005465,15.46141935,-0.294571929,0.562473237,0.523708347,0.600481409,0.682318405
AAEL005466,76.85264739,0.691092111,0.314764376,-2.195585534,0.028121623,0.053183628
AAEL005468,54.20279077,-0.298972382,0.36394307,0.821481177,0.411372242,0.506525131
AAEL005469,61.02486355,-5.610224886,0.655400874,8.559989932,1.13E-17,1.31E-16
AAEL005470,36.11305144,0.681558011,0.365662785,-1.863897663,0.062336077,0.106512818
AAEL005471,1192.838025,0.224807253,0.176765513,-1.271782315,0.203450474,0.28556578
AAEL005472,102.5964505,0.243760125,0.332705765,-0.732659758,0.463765974,0.557923305
AAEL005473,32.55338845,-0.751801888,0.421999776,1.781522007,0.074827213,0.124799457
AAEL005474,706.5893634,-0.019463881,0.189688602,0.10260965,0.918272784,0.94170191
AAEL005475,65.09908907,-0.896770006,0.337678869,2.655688844,0.007914661,0.017350124
AAEL005476,67.38541545,-1.034892013,0.313648969,3.299523084,0.000968493,0.002590159
AAEL005477,169.1130889,-1.191303408,0.257120504,4.633249345,3.60E-06,1.40E-05
