,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AAEL019870,1.393012596,-1.979368784,1.274538997,1.553007628,0.120421312,0.204161829
AAEL019871,9.065432218,-0.792786252,0.451643257,1.755337291,0.079201631,0.144176788
AAEL019872,0.062211809,-0.050796948,3.225918525,0.015746507,0.987436625,NA
AAEL019873,0,#VALUE!,NA,NA,NA,NA
AAEL019874,0.940254825,0.442056059,1.285910768,-0.343768845,0.731020132,0.806458507
AAEL019875,69.11077648,0.736705223,0.180512019,-4.081197622,4.48E-05,0.00015436
AAEL019876,0.641500786,-2.17755647,2.282398819,0.954064843,0.340050821,0.460821972
AAEL019877,80.55797313,0.225458913,0.164803085,-1.36805032,0.171296326,0.270377808
AAEL019878,5.14969493,2.948601471,0.762172285,-3.868681042,0.000109426,0.000356993
AAEL019879,0.557681805,1.790701925,1.811958077,-0.98826896,0.323020943,0.444109974
AAEL019880,10.65261149,-0.371169066,0.478173861,0.776221991,0.437617924,0.557328226
AAEL019881,8.207069101,1.518767444,0.464149355,-3.272152442,0.00106732,0.002988025
AAEL019882,88.33831103,0.832881476,0.203689037,-4.088985282,4.33E-05,0.000149471
AAEL019883,144.1903829,0.785297693,0.196412958,-3.998196972,6.38E-05,0.000214985
AAEL019884,5.835212771,0.841904357,0.677603902,-1.24247271,0.214062203,0.322710936
AAEL019885,430.958192,2.337491412,0.161770779,-14.44940443,2.53E-47,8.05E-46
AAEL019886,17.72384175,-1.302047281,0.393438108,3.309408148,0.000934934,0.002643104
AAEL019887,0.634035121,2.084291587,1.741465866,-1.196860432,0.231360959,0.342913376
AAEL019888,53.20185958,0.337700755,0.224348545,-1.505250477,0.132259692,0.219963999
AAEL019889,5.190813562,0.158889916,0.606432004,-0.262007801,0.793315428,0.853283777
AAEL019890,18.69198807,0.438532962,0.31842828,-1.377179697,0.168456697,0.267018199
AAEL019891,5.524414585,1.081800133,0.560461363,-1.930195736,0.05358259,0.102877273
AAEL019892,8.853407382,2.111233949,0.539793551,-3.911187795,9.18E-05,0.000302515
AAEL019893,0.098502594,-0.050796948,3.225918525,0.015746507,0.987436625,NA
AAEL019894,0,#VALUE!,NA,NA,NA,NA
AAEL019895,227.4741759,-0.552626677,0.145506232,3.797958808,0.000145893,0.000466945
AAEL019896,413.334212,-0.863457416,0.156994643,5.499916427,3.80E-08,1.81E-07
AAEL019897,0,#VALUE!,NA,NA,NA,NA
AAEL019898,348.8683559,-1.42559169,0.159237031,8.95263922,3.47E-19,3.33E-18
AAEL019899,0,#VALUE!,NA,NA,NA,NA
AAEL019900,5.577312427,-0.349549056,0.628700469,0.555986631,0.578219994,0.686558335
AAEL019901,0.939758351,3.404273552,1.484079182,-2.293862479,0.021798399,0.046351327
AAEL019902,0.982470294,0.578219778,1.510520558,-0.38279504,0.701871739,0.785312771
AAEL019903,1.680712572,0.103266304,1.058688753,-0.097541703,0.922296218,0.946887794
AAEL019904,4.246926677,4.513668197,1.023339954,-4.410722146,1.03E-05,3.84E-05
AAEL019905,4.419368415,2.408765634,0.695061871,-3.465541321,0.000529165,0.001558583
AAEL019906,18.59094905,0.735394188,0.341486494,-2.153508854,0.031278709,0.064105919
AAEL019907,26.96494262,0.934112146,0.29788244,-3.135841591,0.001713617,0.004628594
AAEL019908,0.944703154,3.414348077,1.442523607,-2.366927003,0.01793647,0.039027689
AAEL019909,54.93377635,0.313511314,0.246464377,-1.272034999,0.203360684,0.310120759
AAEL019910,1.843042572,-0.675000676,0.942492363,0.716186892,0.473875956,0.592953438
AAEL019911,0,#VALUE!,NA,NA,NA,NA
AAEL019912,0,#VALUE!,NA,NA,NA,NA
AAEL019913,0,#VALUE!,NA,NA,NA,NA
AAEL019914,264.1859415,-0.915021019,0.174779547,5.235286594,1.65E-07,7.41E-07
AAEL019915,0.140917852,0.74526798,3.208024927,-0.23231365,0.816294411,NA
AAEL019916,25.33027824,1.055323624,0.315643368,-3.343405032,0.00082757,0.002361716
AAEL019917,8.290768838,3.707053346,0.67187372,-5.517485256,3.44E-08,1.65E-07
AAEL019918,2182.856959,0.596645216,0.094950966,-6.283719287,3.31E-10,1.87E-09
AAEL019919,0,#VALUE!,NA,NA,NA,NA
AAEL019920,50.58665391,-2.031836861,0.414666615,4.899928727,9.59E-07,4.00E-06
AAEL019921,36.09977604,-0.038777578,0.230620334,0.16814466,0.866469476,0.907368383
AAEL019922,38.65189247,0.935004904,0.245527971,-3.80814006,0.000140016,0.000449157
AAEL019923,0.799225915,-1.135105364,2.201017313,0.515718508,0.606051026,0.70998016
AAEL019924,40.000943,0.355647637,0.276135777,-1.287944796,0.19776518,0.30330379
